"Stanza_text","ST_Correct","Title","Author","Year","Copyrighted","Tipo de rima","Información métrica",
"E dormi, maguer con pena,
fasta en aquella sazón
que comienga Filomena
la triste lamentación
de Teseo e Pandión,
quando ya demuestra el polo
la gentil cara de Apolo
e diurna enflamación. ","octavilla","Infierno de los enamorados","Marqués de Santillana",1458,"no","Rima consonante","8a 8b 8a 8b 8b 8c 8c 8b",
"Asi prise mi camino
por vereda que ynorava,
esperando en el divino
misterio, a quien ynvocava
socorro. Yo que mirava
en torno por el salvaje
vi venir por el boscaje
un puerco que se ladrava","octavilla","Infierno de los enamorados","Marqués de Santillana",1458,"no","Rima consonante","8a 8b 8a 8b 8b 8c 8c 8b",
"¿Quien es que metrificando
por coplas nen distinciones,
en metros nin consonando,
tales diformes visiones
sin multitud de rrenglones
el su fecho dezir puede? 
Ya mi seso retrogede
penssanclo en tantas ragones.","octavilla","Infierno de los enamorados","Marqués de Santillana",1458,"no","Rima consonante","8a 8b 8a 8b 8b 8c 8c 8b",
"¡ O sabia Tesaliana!
Si la virgen Atalante
de nuestra vida mundana
puede ser que se levante,
quina ser demandante,
guardante su cirimonia,
si el puerco de Calidonia
se mostró tan admirante. ","octavilla","Infierno de los enamorados","Marqués de Santillana",1458,"no","Rima consonante","8a 8b 8a 8b 8b 8c 8c 8b",
"Pero tornando al vestiglo
y su diforme figura,
digna de ser en el siglo
para siempre en escriptura,
digo que la su hechura,
maguer que de puerco fuese,
nunca fue quien jamás viese
 tal braveza en catadura. ","octavilla","Infierno de los enamorados","Marqués de Santillana",1458,"no","Rima consonante","8a 8b 8a 8b 8b 8c 8c 8b",
"E como la flama ardiente
que sus gentellas embía
en torno, de continente
de sus ojos paresgía
que los rayos [desparcía] 
a do quier que rreguardava
e fuertemente turbava
a qualquier que lo seguía. ","octavilla","Infierno de los enamorados","Marqués de Santillana",1458,"no","Rima consonante","8a 8b 8a 8b 8b 8c 8c 8b",
"Y como cuando ha tirado
la bombarda en derredor
finca el corro poblado
de gran fumo e negror,
bien de aquel mismo color
una niebla le salía
por la boca, a do volvía
demostrando su furor. ","octavilla","Infierno de los enamorados","Marqués de Santillana",1458,"no","Rima consonante","8a 8b 8a 8b 8b 8c 8c 8b",
"E bien como la saeta
que por fuerca e maestría
sale por su liña [reta]
do la vallesta la envía ;
[por semejante] fazía
a do sus púas lancava;
asi que mucho espantava
a quien menos las temía. ","octavilla","Infierno de los enamorados","Marqués de Santillana",1458,"no","Rima consonante","8a 8b 8a 8b 8b 8c 8c 8b",
"Estando como espantado
del animal mostruoso,
vi venir acelerado
por el valle fronduoso
un hombre, que tan hermoso
los vivientes nunca vieron,
nin aquellos que escribieron
de Narciso, el amoroso. ","octavilla","Infierno de los enamorados","Marqués de Santillana",1458,"no","Rima consonante","8a 8b 8a 8b 8b 8c 8c 8b",
"De la su gran hermosura
no conviene que más fable,
y por bien que la escritura
quisiese lo razonable
recontar, inestimable 
era su cara, luciente,
como el sol en oriente
hace su curso agradable.","octavilla","Infierno de los enamorados","Marqués de Santillana",1458,"no","Rima consonante","8a 8b 8a 8b 8b 8c 8c 8b",
"Un palafrén cavalgava
muy ricamente guarnido;
la [su] silla demostrava
ser fecha de oro bruñido;
un capirote vestido
sobre una rropa bien fecha,
traía la manga estrecha
a guisa de omme entendido. ","octavilla","Infierno de los enamorados","Marqués de Santillana",1458,"no","Rima consonante","8a 8b 8a 8b 8b 8c 8c 8b",
"Traía en su mano diestra
un venablo de montero, 
un alano á la siniestra
muy fermoso e más ligero;
e bien como cavallero
animoso o de coraje,
venía por el buscaje
siguiendo el vestiglo fiero. ","octavilla","Infierno de los enamorados","Marqués de Santillana",1458,"no","Rima consonante","8a 8b 8a 8b 8b 8c 8c 8b",
"Nunca demostró Cadino
el [deseo] tan ferviente
de ferir al serpentino
de la humana simiente,
nin Perseo tan valiente
se mostró, quando conquiso
las tres hermanas que priso
con el escudo enminente. ","octavilla","Infierno de los enamorados","Marqués de Santillana",1458,"no","Rima consonante","8a 8b 8a 8b 8b 8c 8c 8b",
"Y desque vido el venado
e los canes que feria,
soltó muy apresurado
al alano que traía:
y con muy gran osadía
bravamente lo firió;
así que luego cayó
con la muerte que sentía.","octavilla","Infierno de los enamorados","Marqués de Santillana",1458,"no","Rima consonante","8a 8b 8a 8b 8b 8c 8c 8b",
"E como el que tal ofigio
lo más del tiempo seguía,
sirviendo d'aquel [servicio]
que a su diesa cumplía,
acabó su montería; 
falagando los sus canes,
olvidando sus afanes,
cansancio e malenconía. ","octavilla","Infierno de los enamorados","Marqués de Santillana",1458,"no","Rima consonante","8a 8b 8a 8b 8b 8c 8c 8b",
"Por saber más de su fecho
delibré de lo fablar,
e fuyme luego derecho
para él syn más tardar;
e maguer que avisar
yo me quisiera primero,
antes se quitó el sonbrero
que le pudiese saluar. ","octavilla","Infierno de los enamorados","Marqués de Santillana",1458,"no","Rima consonante","8a 8b 8a 8b 8b 8c 8c 8b",
"E con alegre presencia
me dixo: ""[Muy] bien vengades.""
E yo con grand reverencia
respondí: ""De la que amades
vos dé Dios, si deseades,
plazer e [buen] galardón,
segund fizo a Jasón,
pues tan bien vos razonades.","octavilla","Infierno de los enamorados","Marqués de Santillana",1458,"no","Rima consonante","8a 8b 8a 8b 8b 8c 8c 8b",
"Replicó: ""Amigo, no curo
de amar no ser amado,
ca por Júpiter vos juro
nunca fui enamorado; 
y bien que el Amor ele grado
asayó mi fantasía,
mas, por saber su falsía,
guárdeme de ser burlado"".","octavilla","Infierno de los enamorados","Marqués de Santillana",1458,"no","Rima consonante","8a 8b 8a 8b 8b 8c 8c 8b",
"Yo le pregunté: ""Señor.
¿qué es esto que vos hace
tan rotamente de Amor
decir esto que vos place?
¿es que no vos satisface
servicios que le fecistes,
o por cual razón decistes
que su hecho vos desplace? ","octavilla","Infierno de los enamorados","Marqués de Santillana",1458,"no","Rima consonante","8a 8b 8a 8b 8b 8c 8c 8b",
"Dijo: ""Amigo, non querades
saber más de lo que digo;
que si bien considerades
más es obra de enemigo
apurar mucho el testigo,
que de amigo verdadero:
mas, pues queredes, yo quiero
decir por qué no lo sigo. ","octavilla","Infierno de los enamorados","Marqués de Santillana",1458,"no","Rima consonante","8a 8b 8a 8b 8b 8c 8c 8b",
"Cyerto, soy nieto de Egeo,
fijo del duque de Athenas
aquel que vengó á Tideo,
ganando tierras ajenas;
e soy el que las cadenas
de Cupido quebranté,
e mis naves levanté
sobre sus fuertes entenas","octavilla","Infierno de los enamorados","Marqués de Santillana",1458,"no","Rima consonante","8a 8b 8a 8b 8b 8c 8c 8b",
"Hipólito fue llamado
y morí según murieron
otros, no por su pecado,
que por fenbras padecieron.
Y los dioses, que sopieron
como yo no fui culpable,
danme siglo deletable
como a los que dignos fueron","octavilla","Infierno de los enamorados","Marqués de Santillana",1458,"no","Rima consonante","8a 8b 8a 8b 8b 8c 8c 8b",
"Y Diana me depara
en todo tiempo venados,
y fuentes con agua clara
en los valles apartados;
y arcos amaestrados,
con que hago ciertos tiros,
y centauros y sátiros
me demuestra en los collados.","octavilla","Infierno de los enamorados","Marqués de Santillana",1458,"no","Rima consonante","8a 8b 8a 8b 8b 8c 8c 8b",
"Mas [pues] yo vos he contado
el mi fecho enteramente,
querría ser informado,
señor, si vos es plaziente,
a por qual ynconviniente
venistes, o qué fortuna
vos traxo sin causa alguna
a este siglo presente.","octavilla","Infierno de los enamorados","Marqués de Santillana",1458,"no","Rima consonante","8a 8b 8a 8b 8b 8c 8c 8b",
"Ca no es hombre del mundo
que entre, ni sea osado,
en este centro profundo
y de gentes separado,
si no el infortunado
Céfalo, el que refujo,
y al qual Diana trujo
en el su monte sagrado.","octavilla","Infierno de los enamorados","Marqués de Santillana",1458,"no","Rima consonante","8a 8b 8a 8b 8b 8c 8c 8b",
"Y otros que hubo en Grecia
que la tal vida siguieron
y según hizo Lucrecia
por castidad perecieron:
los cuales todos vinieron
en este lugar que vedes,
y con sus canes y redes
hacen lo que allá hicieron.","octavilla","Infierno de los enamorados","Marqués de Santillana",1458,"no","Rima consonante","8a 8b 8a 8b 8b 8c 8c 8b",
"Respondí: ""De la partida
soy do[nde] nasgió Trajano;
e Venus, que non olvida
el [nuestro] siglo mundano,
me dio se[ñ]or[a] tenprano
en la jovenil hedat,
do perdí mi libertad,
e me fize sofragano.","octavilla","Infierno de los enamorados","Marqués de Santillana",1458,"no","Rima consonante","8a 8b 8a 8b 8b 8c 8c 8b",
"La fortuna, que trasmuda
a todo omme sin tardanza
e lo lieva do non [cuda]
desque buelve la balanqa,
quiere que faga mudanza,
e tróxome donde vea
este lugar, [por] que crea
que amar es desesperanza.","octavilla","Infierno de los enamorados","Marqués de Santillana",1458,"no","Rima consonante","8a 8b 8a 8b 8b 8c 8c 8b",
"Pero en esto es engañada
en pensar por tal razón
que yo faga mi morada
donde no es mi entengión,
ca de cuerpo e coracón
me soy dado por syrviente
a quien dize que non siente
mi trabajo e perdición.""","octavilla","Infierno de los enamorados","Marqués de Santillana",1458,"no","Rima consonante","8a 8b 8a 8b 8b 8c 8c 8b",
"Una grand pieca cuydando
estovo en lo que dezía,
e después, como dudando,
""¡Ay (dixo), qué bien sería
que siguiésedes mi vía,
por ver en qué trabajades
e la gloria que esperades
en vuestra postremería!""","octavilla","Infierno de los enamorados","Marqués de Santillana",1458,"no","Rima consonante","8a 8b 8a 8b 8b 8c 8c 8b",
"E maguer que yo dubdase
el camino ynusitado,
cuydé, si lo refusase,
que me fuesse rreprovado;
[le] dixe luego: ""Pagado
soy, se[ñ]or, de vos [seguir]
non gessando de [servir].
Amor, a quien me soy dado.","octavilla","Infierno de los enamorados","Marqués de Santillana",1458,"no","Rima consonante","8a 8b 8a 8b 8b 8c 8c 8b",
"Comenzamos de consumo
el camino peligroso
por un valle como bruno
áspero, mucho fragoso,
y sin punto de reposo
aquel día no cesamos
hasta tanto que llegamos
en un castillo espantoso.","octavilla","Infierno de los enamorados","Marqués de Santillana",1458,"no","Rima consonante","8a 8b 8a 8b 8b 8c 8c 8b",
"Al cual un fuego cercaba
en torno como fosado,
que por bien que remiraba
de cual guisa era labrado,
el humo desordenado
del todo me resistía
así que no discernía
cosa de lo fabricado.","octavilla","Infierno de los enamorados","Marqués de Santillana",1458,"no","Rima consonante","8a 8b 8a 8b 8b 8c 8c 8b",
"Y como el que retrayendo
afuera se va del muro,
e del taragón cubriendo
temiendo el conbate duro,
desque el humo tan escuro
yo vi, hice tal semblante,
hasta que el hermoso infante
me dijo: Mirad seguro;","octavilla","Infierno de los enamorados","Marqués de Santillana",1458,"no","Rima consonante","8a 8b 8a 8b 8b 8c 8c 8b",
"Toda vi la cobardía
conviene que desechemos,
y yo seré vuestra guía
hasta tanto que lleguemos
al lugar do fallaremos
la desconsolada gente,
que su deseo ferviente
les puso en tales extremos.","octavilla","Infierno de los enamorados","Marqués de Santillana",1458,"no","Rima consonante","8a 8b 8a 8b 8b 8c 8c 8b",
"Ca non es flama quemante,
como quier que le paresca,
esta que vedes delante,
nin ardor que vos enpesca.
Ardimiento non p[e]resca,
e, seyendo diligente,
pasemos luego la puente
antes que más da[ñ]o cresca.","octavilla","Infierno de los enamorados","Marqués de Santillana",1458,"no","Rima consonante","8a 8b 8a 8b 8b 8c 8c 8b",
"Entramos por la barrera
del alcácar bien murado,
fasta la puerta primera
a do vi entretallado
un título bien obrado
de letras que concluía:
""El que por Venus se guía
entre a penar lo pasado"".","octavilla","Infierno de los enamorados","Marqués de Santillana",1458,"no","Rima consonante","8a 8b 8a 8b 8b 8c 8c 8b",
"Ipólito me guardava
la cara, quando leía,
veyendo si la mudava
con temor que me ponía:
e por cierto presumía
que si fuese atribulado,
syntiéndome por culpado
de lo que allí se entendía.","octavilla","Infierno de los enamorados","Marqués de Santillana",1458,"no","Rima consonante","8a 8b 8a 8b 8b 8c 8c 8b",
"Díxome: ""Non rresceledes
de penar, maguer veades
en las letras que leedes
estrafias contrariedades:
ca el título que mirades
al ánima se dirije;
tanto quel cuerpo la rrige
de sus penas non temades.","octavilla","Infierno de los enamorados","Marqués de Santillana",1458,"no","Rima consonante","8a 8b 8a 8b 8b 8c 8c 8b",
"Y bien como el que por yerro
de crimen es condenado
a muerte de cruel fierro,
y por su ventura o fado
de lo tal es delibrado,
y retorna en su salud,
así fizó mi virtud
como en mi primero estado.","octavilla","Infierno de los enamorados","Marqués de Santillana",1458,"no","Rima consonante","8a 8b 8a 8b 8b 8c 8c 8b",
"Entramos por la escureza
del triste lugar ete[r]no,
a do vi tanta graveza
bien como en el ynfierno.
Dédalo, [quel] grand quaderno
[obró] de tal gumetría,
por cjerto aquí cesaría
su saber, si bien disgierno.","octavilla","Infierno de los enamorados","Marqués de Santillana",1458,"no","Rima consonante","8a 8b 8a 8b 8b 8c 8c 8b",
"¡Oh tú, Planeta diáfano
que con tu cerco luciente
fazes al arco mundano
clarífico e prepoliente!
Señor, al caso evidente
tú me influye poesía,
porque narre sin falsía
lo que vi en modo elocuente","octavilla","Infierno de los enamorados","Marqués de Santillana",1458,"no","Rima consonante","8a 8b 8a 8b 8b 8c 8c 8b",
"[Non] vimos al can Cervero
[a Minos] nin a Pl[u]tón,
nin las tres fadas del fiero,
llanto de grand confusión;
mas Felis e Demofón
e Canace e Macareo,
Heuródize con Orfeo
vimos en una mansión.","octavilla","Infierno de los enamorados","Marqués de Santillana",1458,"no","Rima consonante","8a 8b 8a 8b 8b 8c 8c 8b",
"Vimos Paris con Thesena,
e vimos Eneas e Dido;
e con la fermosa Elena
el su segundo marido;
e más en el dolorido
tormento vimos a [Ero]
con el su buen compañero
en el lago peresgido.","octavilla","Infierno de los enamorados","Marqués de Santillana",1458,"no","Rima consonante","8a 8b 8a 8b 8b 8c 8c 8b",
"Ar[qu]iles e Poligena,
[e] Ypremestra con Lino,
e la doña de Rrevena,
de quien fabla el Florentino,
vimos con su amante, diño
de ser en tal pena puesto ;
e vimos, estando en esto,
a Semeramís con [N]ino.","octavilla","Infierno de los enamorados","Marqués de Santillana",1458,"no","Rima consonante","8a 8b 8a 8b 8b 8c 8c 8b",
"Alinpas de Magedonia,
madre del grand batallante,
Ulixes, [Circe], Paus[o]nia,
Trisbis con su buen amante,
Ercoles, e [Atalante]
vimos en aquel tormento,
e otros que non rrecuento,
que fueron después e ante.","octavilla","Infierno de los enamorados","Marqués de Santillana",1458,"no","Rima consonante","8a 8b 8a 8b 8b 8c 8c 8b",
"por el siniestro lado
cada qual era ferido
en el pecho, muy llagado,
de grand golpe dolorido;
por el cual fuego encendido
salía, que los quemaba;
presumid quien tal pasava
si debiera ser nacido.","octavilla","Infierno de los enamorados","Marqués de Santillana",1458,"no","Rima consonante","8a 8b 8a 8b 8b 8c 8c 8b",
"Con la gran pena del fuego
tristemente lamentaban;
pero que tornaban luego
y muy manso razonaban;
y por ver de qué trataban,
mi paso me fui llegando
a dos que vi razonando
que en nuestra lengua fablaban.","octavilla","Infierno de los enamorados","Marqués de Santillana",1458,"no","Rima consonante","8a 8b 8a 8b 8b 8c 8c 8b",
"L[a]s quales de que me vieron
e sintieron mis pisadas,
una a otra se bolvieron
bien como maravilladas.
""¡O ánimas afanadas,
(yo les dixe), que en Espa[ñ]a
nasgistes, si no me enga[ñ]a
la fabla, o fuystes criadas!","octavilla","Infierno de los enamorados","Marqués de Santillana",1458,"no","Rima consonante","8a 8b 8a 8b 8b 8c 8c 8b",
"Decidme ¿de qué materia
tratades después del lloro
en este limbo y miseria,
do Amor hace su tesoro?
eso mismo vos imploro
que sepa yo do nacistes,
cómo o cuándo venistes
en el miserable coro?","octavilla","Infierno de los enamorados","Marqués de Santillana",1458,"no","Rima consonante","8a 8b 8a 8b 8b 8c 8c 8b",
"E bien como la serena
quando plañe a la marina,
comencó su cantilena
la una ánima mezquina,
diziendo: ""Persona dina,
que por el fuego pasaste,
escucha, pues preguntaste,
si piedat [algo] te inclina.","octavilla","Infierno de los enamorados","Marqués de Santillana",1458,"no","Rima consonante","8a 8b 8a 8b 8b 8c 8c 8b",
"La mayor cuita que haber
puede ningún amador
es membrarse del placer
en el tiempo del dolor;
e maguer que el ardor
del fuego nos atormenta
mayor dolor nos aumenta
esta tristeza y langor.","octavilla","Infierno de los enamorados","Marqués de Santillana",1458,"no","Rima consonante","8a 8b 8a 8b 8b 8c 8c 8b",
"[E] sabe que non tratamos
de los bienes que perdimos
e del gozo que pasamos,
mientra en el mundo vevimos,
[fasta tanto que] venimos
a arder en esta flama
[a] do non curan de [fama]
nin de las glorias que ovimos.","octavilla","Infierno de los enamorados","Marqués de Santillana",1458,"no","Rima consonante","8a 8b 8a 8b 8b 8c 8c 8b",
